Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph,travel_time_minutes,adjusted_speed,adjusted_travel_time,start_zone,end_zone,zone
TRIP_01706,Preet Vihar,Mayur Vihar,3.05,Evening Peak,Weekday,Heatwave,High,Inner Road,10.1,18.2,8.584999999999999,21.316249271986024,Other,Other,Other
TRIP_01707,IGI Airport,Civil Lines,18.43,Evening Peak,Weekend,Rain,Medium,Highway,47.4,24.1,40.29,27.44601638123604,Other,Other,Other
TRIP_01708,Okhla,Punjabi Bagh,20.5,Night,Weekday,Clear,Low,Main Road,35.0,35.0,29.75,41.34453781512605,Other,West,Other
TRIP_01709,Saket,Preet Vihar,15.46,Morning Peak,Weekend,Heatwave,Medium,Main Road,34.3,26.9,29.154999999999998,31.81615503344195,South,Other,South Delhi
TRIP_01710,Saket,Nehru Place,5.32,Morning Peak,Weekend,Clear,High,Main Road,23.7,13.7,20.145,15.84512285927029,South,Other,South Delhi
TRIP_01711,Nehru Place,Noida Sector 18,7.47,Evening Peak,Weekend,Rain,Low,Main Road,27.3,16.7,23.205,19.31480284421461,Other,Other,Other
TRIP_01712,Greater Kailash,Preet Vihar,11.95,Night,Weekday,Clear,High,Highway,36.7,19.8,31.195,22.984452636640487,South,Other,South Delhi
TRIP_01713,Vasant Kunj,Shahdara,21.4,Evening Peak,Weekend,Clear,Medium,Highway,61.7,25.0,52.445,24.482791495852798,South,Other,South Delhi
TRIP_01714,Model Town,Punjabi Bagh,7.93,Morning Peak,Weekday,Clear,High,Highway,36.0,13.8,30.599999999999998,15.549019607843139,North,West,North Delhi
TRIP_01715,Karol Bagh,Okhla,15.59,Morning Peak,Weekday,Rain,Very High,Main Road,9.0,107.3,7.6499999999999995,122.27450980392159,Central,Other,Central Delhi
TRIP_01716,Pitampura,Hauz Khas,18.42,Evening Peak,Weekend,Rain,High,Inner Road,8.4,134.7,7.14,154.78991596638656,North,Other,Other
TRIP_01717,Dwarka,Model Town,19.78,Evening Peak,Weekday,Clear,Very High,Highway,16.6,71.1,14.110000000000001,84.11055988660524,West,North,West Delhi
TRIP_01718,Connaught Place,Punjabi Bagh,9.3,Afternoon,Weekday,Clear,Medium,Inner Road,13.1,46.4,11.135,50.11225864391559,Central,West,Central Delhi
TRIP_01719,Rohini,Hauz Khas,26.29,Afternoon,Weekday,Rain,High,Highway,20.6,86.6,17.51,90.08566533409478,North,Other,North Delhi
TRIP_01720,Hauz Khas,Mayur Vihar,11.72,Afternoon,Weekday,Clear,Medium,Highway,62.3,11.7,52.955,13.279199320177511,Other,Other,Other
TRIP_01721,Lajpat Nagar,Shahdara,12.53,Evening Peak,Weekend,Rain,Medium,Main Road,28.8,26.0,24.48,30.710784313725487,Other,Other,Other
TRIP_01722,Greater Kailash,Nehru Place,1.9,Evening Peak,Weekday,Rain,Very High,Inner Road,5.7,21.0,4.845,23.52941176470588,South,Other,South Delhi
TRIP_01723,Model Town,Kalkaji,20.77,Afternoon,Weekday,Clear,Medium,Main Road,45.0,29.1,38.25,32.58039215686274,North,South,North Delhi
TRIP_01724,Greater Kailash,Hauz Khas,3.32,Evening Peak,Weekday,Rain,High,Inner Road,10.0,20.2,8.5,23.435294117647057,South,Other,South Delhi
TRIP_01725,IGI Airport,Shahdara,22.57,Evening Peak,Weekday,Heatwave,High,Highway,41.2,36.2,35.02,38.669331810394056,Other,Other,Other
TRIP_01726,Greater Kailash,IGI Airport,13.13,Morning Peak,Weekend,Fog,High,Highway,22.9,34.7,19.465,40.47264320575392,South,Other,South Delhi
TRIP_01727,Janakpuri,Saket,15.88,Morning Peak,Weekend,Heatwave,Very High,Main Road,12.4,79.1,10.54,90.39848197343454,West,South,West Delhi
TRIP_01728,Connaught Place,Karol Bagh,3.42,Evening Peak,Weekend,Heatwave,Very High,Main Road,13.5,17.1,11.475,17.88235294117647,Central,Central,Central Delhi
TRIP_01729,Punjabi Bagh,Greater Kailash,16.84,Afternoon,Weekday,Heatwave,High,Main Road,20.7,56.2,17.595,57.42540494458653,West,South,West Delhi
TRIP_01730,IGI Airport,Civil Lines,18.43,Morning Peak,Weekday,Clear,High,Highway,43.3,27.5,36.805,30.04483086537155,Other,Other,Other
TRIP_01731,Chandni Chowk,Dwarka,19.18,Morning Peak,Weekday,Rain,Medium,Highway,36.8,33.5,31.279999999999998,36.790281329923275,Central,West,Central Delhi
TRIP_01732,Civil Lines,Rajouri Garden,10.68,Afternoon,Weekend,Clear,High,Main Road,18.6,40.6,15.81,40.53130929791271,Other,West,Other
TRIP_01733,AIIMS,Dwarka,16.25,Evening Peak,Weekend,Clear,High,Main Road,22.7,43.6,19.294999999999998,50.53122570614149,Other,West,Other
TRIP_01734,Vasant Kunj,Janakpuri,13.24,Evening Peak,Weekend,Clear,Very High,Highway,17.7,48.7,15.044999999999998,52.80159521435694,South,West,South Delhi
TRIP_01735,IGI Airport,Noida Sector 18,22.12,Afternoon,Weekday,Rain,High,Main Road,15.5,85.5,13.174999999999999,100.73624288425049,Other,Other,Other
TRIP_01736,Model Town,Punjabi Bagh,7.93,Evening Peak,Weekday,Clear,Very High,Main Road,9.2,53.1,7.819999999999999,60.84398976982098,North,West,North Delhi
TRIP_01737,Preet Vihar,Dwarka,24.67,Afternoon,Weekday,Clear,Low,Highway,81.2,18.4,69.02,21.445957693422198,Other,West,Other
TRIP_01738,Nehru Place,Model Town,19.38,Evening Peak,Weekday,Fog,Very High,Highway,10.4,114.5,8.84,131.53846153846152,Other,North,Other
TRIP_01739,Rohini,Preet Vihar,25.98,Morning Peak,Weekend,Clear,High,Highway,33.9,46.9,28.814999999999998,54.096824570536185,North,Other,North Delhi
TRIP_01740,Preet Vihar,Okhla,12.45,Evening Peak,Weekday,Heatwave,Very High,Inner Road,8.0,93.3,6.8,109.85294117647058,Other,Other,Other
TRIP_01741,Mayur Vihar,Rohini,27.72,Evening Peak,Weekend,Clear,Medium,Highway,59.0,28.2,50.15,33.16450648055832,Other,North,Other
TRIP_01742,Greater Kailash,Vasant Kunj,8.11,Morning Peak,Weekday,Clear,Very High,Inner Road,8.8,56.1,7.48,65.05347593582886,South,South,South Delhi
TRIP_01743,Vasant Kunj,IGI Airport,6.9,Afternoon,Weekday,Fog,Very High,Highway,10.8,42.6,9.18,45.09803921568628,South,Other,South Delhi
TRIP_01744,Karol Bagh,Janakpuri,10.56,Morning Peak,Weekend,Heatwave,High,Main Road,19.7,31.8,16.744999999999997,37.83816064496866,Central,West,Central Delhi
TRIP_01745,Dwarka,Lajpat Nagar,18.84,Evening Peak,Weekday,Fog,Medium,Highway,29.3,38.5,24.905,45.38847620959647,West,Other,West Delhi
TRIP_01746,Connaught Place,Noida Sector 18,12.67,Morning Peak,Weekend,Clear,High,Main Road,22.9,34.1,19.465,39.05471358849216,Central,Other,Central Delhi
TRIP_01747,Hauz Khas,Saket,2.85,Evening Peak,Weekday,Clear,High,Inner Road,10.8,18.4,9.18,18.627450980392158,Other,South,Other
TRIP_01748,Shahdara,Karol Bagh,9.9,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3,72.3,7.055000000000001,84.19560595322466,Other,Central,Other
TRIP_01749,Lajpat Nagar,Greater Kailash,2.6,Night,Weekday,Rain,Low,Inner Road,20.8,7.6,17.68,8.823529411764707,Other,South,Other
TRIP_01750,Janakpuri,Shahdara,20.44,Morning Peak,Weekday,Heatwave,High,Main Road,20.1,66.6,17.085,71.78226514486391,West,Other,West Delhi
TRIP_01751,Mayur Vihar,Noida Sector 18,5.74,Afternoon,Weekday,Fog,Medium,Inner Road,9.4,36.3,7.99,43.103879849812266,Other,Other,Other
TRIP_01752,IGI Airport,Chandni Chowk,16.54,Evening Peak,Weekday,Clear,Very High,Main Road,11.7,85.6,9.944999999999999,99.78883861236802,Other,Central,Other
TRIP_01753,Pitampura,IGI Airport,16.75,Morning Peak,Weekday,Clear,High,Main Road,28.4,35.9,24.139999999999997,41.632145816072914,North,Other,Other
TRIP_01754,Shahdara,Preet Vihar,3.56,Evening Peak,Weekend,Clear,Medium,Inner Road,26.8,7.8,22.78,9.376646180860403,Other,Other,Other
TRIP_01755,Rohini,Shahdara,24.21,Afternoon,Weekday,Clear,Low,Highway,68.0,21.3,57.8,25.13148788927336,North,Other,North Delhi
TRIP_01756,Shahdara,Pitampura,15.65,Afternoon,Weekday,Fog,High,Main Road,14.6,63.6,12.41,75.66478646253022,Other,North,Other
TRIP_01757,Chandni Chowk,Connaught Place,2.54,Evening Peak,Weekday,Clear,High,Inner Road,14.0,11.3,11.9,12.80672268907563,Central,Central,Central Delhi
TRIP_01758,Preet Vihar,Okhla,12.45,Evening Peak,Weekday,Clear,Very High,Highway,17.7,43.2,15.044999999999998,49.65104685942174,Other,Other,Other
TRIP_01759,Okhla,Kalkaji,1.94,Evening Peak,Weekday,Fog,Very High,Inner Road,4.8,23.6,4.08,28.52941176470588,Other,South,Other
TRIP_01760,Civil Lines,Pitampura,9.41,Afternoon,Weekday,Clear,Very High,Inner Road,10.3,57.7,8.755,64.48886350656767,Other,North,Other
TRIP_01761,Greater Kailash,Mayur Vihar,9.55,Evening Peak,Weekend,Clear,Low,Main Road,50.7,11.4,43.095,13.296206056387053,South,Other,South Delhi
TRIP_01762,Okhla,Model Town,21.87,Morning Peak,Weekend,Fog,Low,Main Road,28.0,47.0,23.8,55.13445378151261,Other,North,Other
TRIP_01763,Punjabi Bagh,AIIMS,13.63,Evening Peak,Weekday,Rain,Very High,Highway,12.0,68.0,10.2,80.1764705882353,West,Other,West Delhi
TRIP_01764,Karol Bagh,Vasant Kunj,15.08,Morning Peak,Weekday,Fog,Very High,Highway,12.2,78.3,10.37,87.25168756027001,Central,South,Central Delhi
TRIP_01765,Okhla,Mayur Vihar,9.53,Afternoon,Weekend,Clear,Medium,Inner Road,28.8,19.5,24.48,23.3578431372549,Other,Other,Other
TRIP_01766,Pitampura,Shahdara,15.65,Afternoon,Weekday,Heatwave,Medium,Main Road,29.9,32.1,25.415,36.94668502852647,North,Other,Other
TRIP_01767,Pitampura,Shahdara,15.65,Evening Peak,Weekday,Clear,High,Highway,35.5,26.7,30.175,31.11847555923778,North,Other,Other
TRIP_01768,Punjabi Bagh,Preet Vihar,16.03,Morning Peak,Weekday,Clear,Medium,Highway,62.8,15.4,53.379999999999995,18.017984263769204,West,Other,West Delhi
TRIP_01769,Dwarka,Lajpat Nagar,18.84,Evening Peak,Weekday,Clear,Very High,Highway,19.5,58.8,16.575,68.19909502262443,West,Other,West Delhi
TRIP_01770,Punjabi Bagh,Pitampura,3.98,Evening Peak,Weekday,Heatwave,High,Main Road,21.9,11.4,18.615,12.82836422240129,West,North,West Delhi
TRIP_01771,Okhla,Connaught Place,12.39,Afternoon,Weekend,Clear,Low,Main Road,49.5,14.9,42.074999999999996,17.668449197860962,Other,Central,Other
TRIP_01772,Rohini,Greater Kailash,28.43,Evening Peak,Weekday,Clear,Very High,Highway,21.1,85.4,17.935000000000002,95.1101198773348,North,South,North Delhi
TRIP_01773,Mayur Vihar,Punjabi Bagh,17.1,Afternoon,Weekday,Clear,Medium,Main Road,28.2,38.1,23.97,42.8035043804756,Other,West,Other
TRIP_01774,Shahdara,AIIMS,14.08,Afternoon,Weekend,Clear,Medium,Main Road,45.0,21.0,38.25,22.08627450980392,Other,Other,Other
TRIP_01775,Nehru Place,Model Town,19.38,Evening Peak,Weekday,Fog,Very High,Main Road,5.2,219.7,4.42,263.07692307692304,Other,North,Other
TRIP_01776,Greater Kailash,Kalkaji,2.15,Afternoon,Weekday,Rain,High,Inner Road,12.4,11.7,10.54,12.23908918406072,South,South,South Delhi
TRIP_01777,IGI Airport,Okhla,16.94,Afternoon,Weekday,Clear,Medium,Inner Road,17.3,59.9,14.705,69.11934716082966,Other,Other,Other
TRIP_01778,Lajpat Nagar,Preet Vihar,9.58,Evening Peak,Weekday,Clear,High,Main Road,26.0,22.4,22.099999999999998,26.00904977375566,Other,Other,Other
TRIP_01779,AIIMS,Vasant Kunj,7.41,Afternoon,Weekday,Clear,High,Main Road,20.4,22.1,17.34,25.640138408304498,Other,South,Other
TRIP_01780,Dwarka,IGI Airport,6.61,Afternoon,Weekday,Rain,High,Main Road,17.3,25.4,14.705,26.970418225093507,West,Other,West Delhi
TRIP_01781,Hauz Khas,Civil Lines,14.76,Morning Peak,Weekend,Clear,Medium,Highway,53.3,17.2,45.305,19.547511312217196,Other,Other,Other
TRIP_01782,Shahdara,Lajpat Nagar,12.53,Morning Peak,Weekday,Clear,Very High,Inner Road,7.9,94.2,6.715,111.95830230826508,Other,Other,Other
TRIP_01783,Greater Kailash,Preet Vihar,11.95,Night,Weekend,Fog,Medium,Main Road,22.5,33.7,19.125,37.490196078431374,South,Other,South Delhi
TRIP_01784,Okhla,Karol Bagh,15.59,Afternoon,Weekday,Clear,High,Inner Road,20.6,45.5,17.51,53.42090234151913,Other,Central,Other
TRIP_01785,Mayur Vihar,Pitampura,18.76,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3,133.7,7.055000000000001,159.54642097802977,Other,North,Other
TRIP_01786,Rajouri Garden,IGI Airport,10.32,Morning Peak,Weekday,Clear,Very High,Highway,18.2,34.7,15.469999999999999,40.02585649644474,West,Other,Other
TRIP_01787,Okhla,Chandni Chowk,13.88,Afternoon,Weekday,Clear,High,Highway,34.7,24.1,29.495,28.235294117647058,Other,Central,Other
TRIP_01788,Greater Kailash,Kalkaji,2.15,Afternoon,Weekday,Fog,Medium,Inner Road,8.3,16.5,7.055000000000001,18.284904323175052,South,South,South Delhi
TRIP_01789,Saket,Punjabi Bagh,17.62,Evening Peak,Weekday,Clear,High,Inner Road,19.6,57.1,16.66,63.45738295318127,South,West,South Delhi
TRIP_01790,Pitampura,Karol Bagh,8.11,Morning Peak,Weekday,Clear,High,Main Road,29.1,17.1,24.735,19.67252880533657,North,Central,Other
TRIP_01791,Dwarka,AIIMS,16.25,Morning Peak,Weekend,Clear,Medium,Highway,62.9,15.1,53.464999999999996,18.23622930889367,West,Other,West Delhi
TRIP_01792,Rohini,Hauz Khas,26.29,Evening Peak,Weekday,Clear,Medium,Inner Road,21.8,75.8,18.53,85.12682137075012,North,Other,North Delhi
TRIP_01793,AIIMS,Chandni Chowk,9.5,Morning Peak,Weekend,Clear,High,Highway,33.9,17.7,28.814999999999998,19.781363872982823,Other,Central,Other
TRIP_01794,Hauz Khas,Greater Kailash,3.32,Morning Peak,Weekday,Clear,Very High,Inner Road,10.1,19.3,8.584999999999999,23.203261502620855,Other,South,Other
TRIP_01795,Lajpat Nagar,Greater Kailash,2.6,Evening Peak,Weekend,Clear,Medium,Main Road,41.7,4.4,35.445,4.401184934405417,Other,South,Other
TRIP_01796,Rohini,Karol Bagh,16.99,Afternoon,Weekday,Fog,High,Inner Road,8.1,129.9,6.885,148.06100217864923,North,Central,North Delhi
TRIP_01797,Karol Bagh,Preet Vihar,10.02,Night,Weekday,Fog,Low,Main Road,23.5,27.1,19.974999999999998,30.097622027534424,Central,Other,Central Delhi
TRIP_01798,Greater Kailash,Rohini,28.43,Evening Peak,Weekday,Heatwave,High,Highway,34.0,53.5,28.9,59.024221453287204,South,North,South Delhi
TRIP_01799,Mayur Vihar,Model Town,15.05,Night,Weekday,Clear,Low,Main Road,45.9,21.5,39.015,23.14494425221069,Other,North,Other
TRIP_01800,Shahdara,Rohini,24.21,Evening Peak,Weekday,Rain,High,Main Road,12.0,120.1,10.2,142.41176470588238,Other,North,Other
TRIP_01801,Shahdara,Preet Vihar,3.56,Morning Peak,Weekday,Clear,Very High,Inner Road,8.9,23.9,7.565,28.235294117647058,Other,Other,Other
TRIP_01802,Vasant Kunj,Connaught Place,13.75,Morning Peak,Weekday,Fog,Low,Main Road,23.7,38.7,20.145,40.95309009679821,South,Central,South Delhi
TRIP_01803,Karol Bagh,AIIMS,9.61,Evening Peak,Weekday,Clear,Very High,Highway,16.4,35.4,13.939999999999998,41.36298421807748,Central,Other,Central Delhi
TRIP_01804,Hauz Khas,Okhla,7.23,Evening Peak,Weekend,Clear,Very High,Main Road,8.8,49.6,7.48,57.99465240641711,Other,Other,Other
TRIP_01805,Punjabi Bagh,Vasant Kunj,16.74,Evening Peak,Weekday,Clear,Very High,Inner Road,7.8,130.3,6.63,151.49321266968326,West,South,West Delhi
TRIP_01806,AIIMS,Model Town,16.52,Afternoon,Weekday,Rain,Medium,Highway,38.5,26.1,32.725,30.288770053475933,Other,North,Other
TRIP_01807,Connaught Place,Dwarka,17.23,Night,Weekday,Fog,Low,Main Road,27.3,39.2,23.205,44.550743374272784,Central,West,Central Delhi
TRIP_01808,Rajouri Garden,Okhla,19.41,Afternoon,Weekend,Clear,Very High,Main Road,9.3,122.0,7.905,147.32447817836814,West,Other,Other
TRIP_01809,Vasant Kunj,Mayur Vihar,17.08,Evening Peak,Weekday,Clear,Very High,Main Road,14.5,73.1,12.325,83.14807302231236,South,Other,South Delhi
TRIP_01810,Vasant Kunj,Civil Lines,19.08,Evening Peak,Weekend,Clear,Medium,Main Road,27.8,43.4,23.63,48.446889547185776,South,Other,South Delhi
TRIP_01811,Rajouri Garden,Nehru Place,16.77,Morning Peak,Weekday,Clear,High,Inner Road,9.5,109.3,8.075,124.60681114551085,West,Other,Other
TRIP_01812,Okhla,Connaught Place,12.39,Afternoon,Weekend,Clear,High,Main Road,19.6,37.4,16.66,44.6218487394958,Other,Central,Other
TRIP_01813,Chandni Chowk,Saket,14.23,Morning Peak,Weekday,Clear,High,Main Road,21.0,42.0,17.849999999999998,47.83193277310925,Central,South,Central Delhi
TRIP_01814,Greater Kailash,Lajpat Nagar,2.6,Night,Weekday,Rain,Low,Inner Road,16.3,9.5,13.855,11.259473114399134,South,Other,South Delhi
TRIP_01815,Preet Vihar,Shahdara,3.56,Morning Peak,Weekend,Clear,Medium,Main Road,27.8,8.0,23.63,9.039356749894203,Other,Other,Other
TRIP_01816,Hauz Khas,Preet Vihar,13.62,Evening Peak,Weekend,Clear,High,Main Road,19.2,41.9,16.32,50.0735294117647,Other,Other,Other
TRIP_01817,Dwarka,Shahdara,25.37,Afternoon,Weekday,Heatwave,Medium,Highway,55.3,32.4,47.004999999999995,32.38378895862142,West,Other,West Delhi
TRIP_01818,Pitampura,Model Town,5.98,Morning Peak,Weekday,Heatwave,High,Inner Road,11.4,31.1,9.69,37.027863777089784,North,North,Other
TRIP_01819,Rohini,Saket,29.0,Evening Peak,Weekend,Clear,High,Highway,35.4,51.0,30.089999999999996,57.82652043868396,North,South,North Delhi
TRIP_01820,Connaught Place,Noida Sector 18,12.67,Evening Peak,Weekday,Clear,High,Main Road,18.6,41.1,15.81,48.08349146110057,Central,Other,Central Delhi
TRIP_01821,Greater Kailash,IGI Airport,13.13,Evening Peak,Weekday,Rain,Very High,Highway,12.3,63.6,10.455,75.35150645624103,South,Other,South Delhi
TRIP_01822,Mayur Vihar,AIIMS,9.79,Evening Peak,Weekend,Clear,Low,Main Road,35.5,17.8,30.175,19.466445733222866,Other,Other,Other
TRIP_01823,Karol Bagh,Nehru Place,12.97,Afternoon,Weekday,Clear,High,Inner Road,8.5,95.8,7.225,107.70934256055365,Central,Other,Central Delhi
TRIP_01824,Rajouri Garden,Shahdara,16.5,Evening Peak,Weekend,Rain,Low,Main Road,39.3,24.5,33.404999999999994,29.63628199371352,West,Other,Other
TRIP_01825,Punjabi Bagh,Janakpuri,6.67,Afternoon,Weekday,Clear,High,Inner Road,11.5,36.2,9.775,40.94117647058824,West,West,West Delhi
TRIP_01826,Noida Sector 18,Okhla,6.92,Afternoon,Weekday,Clear,Low,Inner Road,30.6,13.6,26.01,15.96309111880046,Other,Other,Other
TRIP_01827,Rajouri Garden,Karol Bagh,6.66,Afternoon,Weekday,Rain,Medium,Highway,33.7,12.4,28.645000000000003,13.95007854773957,West,Central,Other
TRIP_01828,Punjabi Bagh,Rajouri Garden,2.52,Evening Peak,Weekend,Clear,Medium,Inner Road,17.2,9.2,14.62,10.341997264021888,West,West,West Delhi
TRIP_01829,Okhla,Pitampura,23.54,Afternoon,Weekday,Rain,Medium,Highway,42.0,34.6,35.699999999999996,39.56302521008404,Other,North,Other
TRIP_01830,Punjabi Bagh,IGI Airport,12.83,Morning Peak,Weekday,Heatwave,Medium,Inner Road,20.4,37.0,17.34,44.39446366782007,West,Other,West Delhi
TRIP_01831,Pitampura,Rajouri Garden,6.43,Morning Peak,Weekday,Clear,Medium,Main Road,38.1,11.7,32.385,11.91292264937471,North,West,Other
TRIP_01832,Rajouri Garden,Dwarka,9.64,Evening Peak,Weekday,Heatwave,Medium,Inner Road,22.6,26.5,19.21,30.109318063508592,West,West,Other
TRIP_01833,Saket,Mayur Vihar,13.17,Evening Peak,Weekday,Clear,High,Main Road,22.1,36.6,18.785,42.06547777482034,South,Other,South Delhi
TRIP_01834,Karol Bagh,Greater Kailash,12.43,Evening Peak,Weekday,Rain,Very High,Inner Road,4.9,157.0,4.165,179.06362545018007,Central,South,Central Delhi
TRIP_01835,Pitampura,Rohini,8.97,Night,Weekday,Clear,Medium,Highway,66.1,9.3,56.184999999999995,9.57906914656937,North,North,Other
TRIP_01836,Rohini,Lajpat Nagar,26.64,Evening Peak,Weekday,Clear,Very High,Highway,21.2,75.4,18.02,88.70144284128746,North,Other,North Delhi
TRIP_01837,Greater Kailash,Civil Lines,14.87,Afternoon,Weekday,Clear,Medium,Main Road,39.4,22.8,33.489999999999995,26.64078829501344,South,Other,South Delhi
TRIP_01838,Mayur Vihar,Karol Bagh,11.04,Evening Peak,Weekend,Rain,Very High,Inner Road,5.2,133.5,4.42,149.86425339366517,Other,Central,Other
TRIP_01839,Saket,Chandni Chowk,14.23,Evening Peak,Weekend,Clear,High,Highway,44.7,19.7,37.995000000000005,22.471377812870113,South,Central,South Delhi
TRIP_01840,Kalkaji,Greater Kailash,2.15,Afternoon,Weekday,Rain,Low,Main Road,36.8,3.7,31.279999999999998,4.124040920716113,South,South,South Delhi
TRIP_01841,Connaught Place,Janakpuri,12.63,Evening Peak,Weekday,Clear,Very High,Main Road,12.5,60.8,10.625,71.32235294117648,Central,West,Central Delhi
TRIP_01842,Rajouri Garden,Saket,15.91,Evening Peak,Weekday,Heatwave,Medium,Highway,51.0,19.7,43.35,22.020761245674738,West,South,Other
TRIP_01843,Civil Lines,Karol Bagh,4.62,Afternoon,Weekday,Heatwave,Medium,Inner Road,24.0,11.9,20.4,13.588235294117649,Other,Central,Other
TRIP_01844,Greater Kailash,Chandni Chowk,11.55,Evening Peak,Weekend,Fog,High,Inner Road,8.0,88.6,6.8,101.91176470588236,South,Central,South Delhi
TRIP_01845,Connaught Place,Chandni Chowk,2.54,Evening Peak,Weekday,Heatwave,High,Inner Road,13.4,11.2,11.39,13.380158033362598,Central,Central,Central Delhi
TRIP_01846,Shahdara,Lajpat Nagar,12.53,Evening Peak,Weekday,Clear,High,Highway,42.4,18.8,36.04,20.86015538290788,Other,Other,Other
TRIP_01847,IGI Airport,Hauz Khas,9.81,Night,Weekday,Clear,Low,Inner Road,15.4,37.3,13.09,44.96562261268144,Other,Other,Other
TRIP_01848,Lajpat Nagar,Janakpuri,15.7,Evening Peak,Weekday,Heatwave,Very High,Inner Road,8.1,118.8,6.885,136.81917211328977,Other,West,Other
TRIP_01849,Rohini,Shahdara,24.21,Afternoon,Weekday,Heatwave,Medium,Highway,53.0,27.1,45.05,32.2441731409545,North,Other,North Delhi
TRIP_01850,Dwarka,Civil Lines,20.04,Morning Peak,Weekday,Fog,Very High,Main Road,7.8,171.1,6.63,181.3574660633484,West,Other,West Delhi
TRIP_01851,Kalkaji,Nehru Place,1.51,Evening Peak,Weekday,Clear,Very High,Main Road,13.3,6.6,11.305,8.014153029632906,South,Other,South Delhi
TRIP_01852,Dwarka,Punjabi Bagh,11.86,Evening Peak,Weekday,Clear,Very High,Main Road,10.8,76.9,9.18,77.51633986928104,West,West,West Delhi
TRIP_01853,Dwarka,Rajouri Garden,9.64,Evening Peak,Weekend,Clear,High,Main Road,24.0,27.9,20.4,28.35294117647059,West,West,West Delhi
TRIP_01854,IGI Airport,Model Town,19.83,Evening Peak,Weekend,Fog,Medium,Highway,33.7,36.1,28.645000000000003,41.53604468493628,Other,North,Other
TRIP_01855,Model Town,Rohini,13.8,Morning Peak,Weekday,Clear,High,Highway,36.8,22.9,31.279999999999998,26.47058823529412,North,North,North Delhi
TRIP_01856,Dwarka,Karol Bagh,15.59,Evening Peak,Weekend,Heatwave,Very High,Main Road,11.0,83.5,9.35,100.0427807486631,West,Central,West Delhi
TRIP_01857,Civil Lines,Okhla,17.22,Morning Peak,Weekday,Clear,Very High,Inner Road,7.9,132.1,6.715,153.86448250186152,Other,Other,Other
TRIP_01858,Janakpuri,Vasant Kunj,13.24,Evening Peak,Weekday,Clear,High,Inner Road,14.0,57.0,11.9,66.75630252100841,West,South,West Delhi
TRIP_01859,Chandni Chowk,Vasant Kunj,16.27,Evening Peak,Weekend,Clear,Medium,Main Road,37.1,26.4,31.535,30.956080545425717,Central,South,Central Delhi
TRIP_01860,AIIMS,Connaught Place,7.18,Night,Weekend,Clear,Medium,Main Road,39.5,11.1,33.574999999999996,12.830975428145942,Other,Central,Other
TRIP_01861,Connaught Place,Punjabi Bagh,9.3,Evening Peak,Weekday,Clear,Very High,Inner Road,7.6,74.2,6.46,86.37770897832819,Central,West,Central Delhi
TRIP_01862,Noida Sector 18,Lajpat Nagar,8.66,Evening Peak,Weekend,Fog,Medium,Main Road,22.4,22.8,19.04,27.28991596638656,Other,Other,Other
TRIP_01863,Saket,Kalkaji,4.6,Evening Peak,Weekday,Rain,Very High,Inner Road,5.3,53.2,4.505,61.26526082130966,South,South,South Delhi
TRIP_01864,Saket,Civil Lines,17.43,Night,Weekday,Rain,Low,Main Road,35.1,33.8,29.835,35.05279034690799,South,Other,South Delhi
TRIP_01865,IGI Airport,Vasant Kunj,6.9,Afternoon,Weekday,Clear,Medium,Main Road,28.8,14.8,24.48,16.91176470588235,Other,South,Other
TRIP_01866,Model Town,Dwarka,19.78,Evening Peak,Weekend,Rain,Medium,Highway,44.2,27.5,37.57,31.58903380356668,North,West,North Delhi
TRIP_01867,Model Town,Greater Kailash,19.14,Evening Peak,Weekend,Clear,Medium,Main Road,27.2,42.8,23.119999999999997,49.67128027681662,North,South,North Delhi
TRIP_01868,Rajouri Garden,Saket,15.91,Morning Peak,Weekend,Clear,Low,Highway,87.2,11.2,74.12,12.879114948731786,West,South,Other
TRIP_01869,Mayur Vihar,Vasant Kunj,17.08,Evening Peak,Weekday,Clear,Very High,Main Road,14.6,81.5,12.41,82.57856567284448,Other,South,Other
TRIP_01870,Chandni Chowk,Karol Bagh,3.94,Afternoon,Weekday,Clear,Medium,Main Road,42.4,6.4,36.04,6.55937846836848,Central,Central,Central Delhi
TRIP_01871,Saket,Rajouri Garden,15.91,Night,Weekend,Clear,Medium,Highway,55.2,17.3,46.92,20.345268542199488,South,West,South Delhi
TRIP_01872,IGI Airport,Noida Sector 18,22.12,Afternoon,Weekend,Clear,Low,Main Road,58.1,23.3,49.385,26.87455705173636,Other,Other,Other
TRIP_01873,Mayur Vihar,Karol Bagh,11.04,Morning Peak,Weekday,Clear,High,Main Road,29.8,23.0,25.33,26.150809317015394,Other,Central,Other
TRIP_01874,Pitampura,IGI Airport,16.75,Morning Peak,Weekday,Rain,Very High,Highway,11.9,87.2,10.115,99.35739001482946,North,Other,Other
TRIP_01875,IGI Airport,Rajouri Garden,10.32,Morning Peak,Weekday,Clear,Very High,Highway,19.1,33.8,16.235,38.139821373575614,Other,West,Other
TRIP_01876,Lajpat Nagar,Connaught Place,7.13,Afternoon,Weekday,Fog,Medium,Main Road,16.6,26.6,14.110000000000001,30.318922749822818,Other,Central,Other
